LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
Q136,DOE,Q,P.S. 136 Roy Wilkins,,718-465-2286,201 - 15 115 Ave,11412,1,54,1052873,193880,twalker@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/29/q136,3,1,29Q136,40.698254,-73.752744,7,27,520,4236757,4110180021,St. Albans                                                                 
R053,DOE,R,P.S. 053 Bay Terrace,<P> <Strong>Note:</strong>  Prioritizes Coast Guard families stationed at Fort Wadsworth.</P>,718-987-8020,330 Durant Ave,10308,1,84,946179,140518,aesposi@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/31/r053,3,1,31R053,40.55258,-74.13706,7,51,13203,5065016,5051060001,Great Kills                                                                
XAMA,NYCEEC,X,Brightside Academy - White Plains #2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-653-4043,3942 White Plns Rd,10466,1,46,1022761,262392,lmcgee@brightsideacademy.com,5,http://brightsideacademy.com,7,1,11XAMA,40.886856,-73.860982,7,12,396,2063371,2048370051,Williamsbridge-Olinville                                                   
Q032,DOE,Q,P.S. 032 State Street,,718-463-3747,171 - 11 35 Ave,11358,1,36,1041260,218069,derrico@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/25/q032,3,3,25Q032,40.764768,-73.794752,7,19,1141,,,Murray Hill                                                                
MAUP,NYCEEC,M,Hudson Guild Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-760-9830,459 West 26th St,10001,1,37,983594,212372,esiegel@hudsonguild.org,3,http://hudsonguild.org,7,1,02MAUP,40.74938,-74.002252,7,3,97,1083583,1007240001,Hudson Yards-Chelsea-Flatiron-Union Square                                 
XAHA,NYCEEC,X,Ready Set Learn,,718-484-8777,3480 Third Ave,10456,1,36,1010267,241697,kelleycandice14@gmail.com,3,http://rslcc.com,7,1,09XAHA,40.830169,-73.906233,7,16,145,2118328,2026097501,Claremont-Bathgate                                                         
X491,CHARTER,X,Academic Leadership Charter School,,718-585-4215,677 East 141 St,10454,1,54,1008343,233547,lvarghese07@gmail.com,5,http://alcsbronx.org,9,3,07X491,40.807335,-73.912731,7,8,33,2003834,2025710001,Mott Haven-Port Morris                                                     
XADJ,NYCEEC,X,St. Clare Of Assisi School,,718-892-4080,1911 Hone Ave,10461,1,160,1023890,249407,theresa.bivona@archny.org,2,http://stclareofassisischool.org,3,1,11XADJ,40.851206,-73.856534,7,13,250,2087156,2042690037,Pelham Parkway                                                             
QAUA,NYCEEC,Q,Kon Wah Day School,,718-353-4388,13527 38th Ave 2nd Floor,11354,1,90,1030841,216418,konwahflushing@yahoo.com,2,,3,1,25QAUA,40.760388,-73.831989,7,20,871,4112297,4049740051,Flushing                                                                   
QAPM,NYCEEC,Q,Charles R Drew ELC 3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-523-7600,16515 Archer Ave,11433,1,38,1041433,195926,crddcc@aol.com,3,http://charlesrdrewforsuccess.org,7,2,28QAPM,40.704137,-73.793561,7,27,444,4216225,4101550029,Jamaica                                                                    
K398,DOE,K,P.S. 398 Walter Weaver,,718-774-4466,60 East 94 St,11212,1,72,1004231,181212,tkatanb@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k398,3,3,17K398,40.663559,-73.926959,7,41,882,3323072,3045950015,Rugby-Remsen Village                                                       
QAAM,NYCEEC,Q,Bais Yaakov Academy Of Queens ( Metropolitan Ave ),,718-847-5352,124 - 50 Metropolitan Ave,11415,1,19,1032251,195995,acohen.byqueens@gmail.com,7,,3,1,28QAAM,40.704962,-73.827573,7,29,136,,,Kew Gardens                                                                
XAFK,NYCEEC,X,Phipps Neighborhoods Daly Avenue ECEC,,718-364-2496,921 East 180 St,10460,1,72,1017104,247006,KMORRIS@PHIPPSNY.ORG,3,http://phippsny.org,8,2,12XAFK,40.844498,-73.881473,7,17,363,2114117,2031280001,East Tremont                                                               
XALW,NYCEEC,X,Sharon Baptist - Center I,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-585-5876,507 East 165th St,10456,1,61,1009672,240510,wmaysonet012@yahoo.com,3,http://sharonbaptistheadstart.org,1,2,09XALW,40.826655,-73.908215,7,16,185,2001278,2023700045,Morrisania-Melrose                                                         
Q197,DOE,Q,P.S. 197 The Ocean School,,718-327-1083,825 Hicksville Rd,11691,1,90,1055406,157947,cvillav@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/27/q197,3,3,27Q197,40.600199,-73.743968,7,31,101002,4298856,4155970001,Far Rockaway-Bayswater                                                     
QAOO,NYCEEC,Q,Forest Park - Beth Jacob,,718-896-4444,10235 63rd Rd,11375,1,88,1024841,206519,info@forestparkschool.org,3,http://forestparkpreschool.com,7,1,28QAOO,40.733162,-73.853823,7,29,719,4051133,4021240053,Forest Hills                                                               
MAUR,NYCEEC,M,Educational Alliance - P.S. 15,,646-395-4218,333 East 4th St,10009,3,20,990161,202261,maribel_oconnell@edalliance.org,3,http://edalliance.org,7,1,01MAUR,40.721807,-73.979022,7,2,2601,1004415,1003740020,Lower East Side                                                            
Q052,DOE,Q,P.S. 052 Queens,,718-528-2238,178 - 37 146 Ter,11434,1,90,1048979,180298,dsantana@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/29/q052,3,3,29Q052,40.661036,-73.767761,7,31,320,4285972,4133530020,Springfield Gardens South-Brookville                                       
KCPF,NYCEEC,K,Sarah Winner Daycare,,917-804-8284,2997 Ocean Pkwy,11235,1,12,993251,149815,sarahwinner30@gmail.com,5,,9,3,21KCPF,40.577413,-73.968267,7,48,362,3244597,3086690088,Brighton Beach                                                             
QAYX,NYCEEC,Q,St. Joseph School,,718-728-0724,28 - 46 44th St,11103,1,90,1008746,217246,jsgritto@stjosephsch.org,3,http://stjosephsch.org,1,1,30QAYX,40.763854,-73.910622,7,22,147,4012089,4006990023,Astoria                                                                    
K299,DOE,K,P.S. 299 Thomas Warren Field,,718-574-0301,88 Woodbine St,11221,1,36,1007012,191023,wkirk2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/32/k299,3,3,32K299,40.691077,-73.918152,7,34,399,3076734,3033580001,Bushwick South                                                             
XAOF,NYCEEC,X,Tremont Monterey DCC II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-466-6700,1600 Bathgate Ave,10457,1,32,1011650,245000,tmdccsiteii@aol.com,3,http://tremontmonterey.com,4,1,09XAOF,40.839379,-73.901215,7,16,167,2009582,2029190005,Claremont-Bathgate                                                         
M076,DOE,M,P.S. 076 A Philip Randolph,,212-678-2865,220 West 121 St,10027,1,54,997726,233142,cdeberr@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/03/m076,3,1,03M076,40.806768,-73.951061,7,9,220,1058470,1019260017,Central Harlem South                                                       
XAAH,NYCEEC,X,Amalgamated Nursery School,,718-543-8688,3980 Orloff Ave,10463,1,35,1014084,261453,amalgamatedns@yahoo.com,5,http://amalgamatednurseryschool.com,2,1,10XAAH,40.884167,-73.89244,7,11,281,2015481,2032520276,Van Cortlandt Village                                                      
X054,DOE,X,P.S. / I.S. 54,,718-584-4203,2703 Webster Ave,10458,1,60,1015291,254403,mferrei@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/10/x054,3,3,10X054,40.864527,-73.887829,7,15,40502,2113630,2032780014,Bedford Park-Fordham North                                                 
KCMV,NYCEEC,K,ABC Plus,,347-702-6868,1018 Banner Ave #2,11235,1,12,995544,151828,vbobvb144@msn.com,5,http://abcplusdaycare.com,9,3,21KCMV,40.583509,-73.959711,7,48,608,3247959,3088090031,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KBKK,NYCEEC,K,Friends Of Crown Heights 29,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-778-1498,1435 Prospect Pl,11213,1,42,1003982,184593,saunders@foch.biz,7,http://fochdaycare.org,3,2,16KBKK,40.673175,-73.929039,7,36,347,3036100,3013610066,Crown Heights North                                                        
MAVR,NYCEEC,M,East Calvary DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-534-5249,1 West 112th St,10026,1,27,998516,230204,eastcalvarynursery@yahoo.com,3,http://eastcalvarydaycare.org,7,1,03MAVR,40.798159,-73.948363,7,9,186,1083309,1015960001,Central Harlem South                                                       
QAGW,NYCEEC,Q,Sesame Sprout,,718-271-2294,96 - 08 57 Ave,11368,1,51,1021854,207553,skrinsky@sesamesproutschool.com,7,http://sesamesproutschool.com,7,1,24QAGW,40.736848,-73.865066,7,21,455,,,Corona                                                                     
XAQS,NYCEEC,X,Happy Days @ Riverdale,,718-601-1300,2975 Independence Ave,10463,1,18,1006704,261059,happydaysrd@gmail.com,3,http://renanimpreschool.com,4,1,10XAQS,40.882892,-73.917344,7,11,301,2100381,2057500382,Spuyten Duyvil-Kingsbridge                                                 
KCHX,NYCEEC,K,Dezzenterprise LLC,,917-207-2438,3524 Neptune Ave,11224,1,12,983726,149443,info@dezzenterprise.com,3,http://dezzenterprise.com,4,2,21KCHX,40.577077,-74.001444,7,47,328,3188708,3070050002,Seagate-Coney Island                                                       
XAIF,NYCEEC,X,Be Above 52,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-466-7519,1810 Davidson Ave,10453,1,71,1008628,248837,gmoriah@babove.com,3,,7,2,10XAIF,40.849425,-73.912268,7,14,217,2109470,2028610129,University Heights-Morris Heights                                          
MAHQ,NYCEEC,M,St. Rose Of Lima School,,212-927-1619,517 West 164th St,10032,1,36,1000946,244493,m099@adnyeducation.org,5,http://stroseoflimanyc.org,9,3,06MAHQ,40.837528,-73.939525,7,7,24301,1081859,1021210020,Washington Heights South                                                   
K003,DOE,K,P.S. 003 The Bedford Village,,718-622-2960,50 Jefferson Ave,11216,1,90,996604,187904,kbeeche@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k003,3,3,13K003,40.682663,-73.955338,7,36,227,3057406,3019980001,Clinton Hill                                                               
KBPY,NYCEEC,K,Smart Start ECC,,718-921-1868,8411 Ft Hamilton Pkwy,11209,1,48,977839,165548,smartstart@verizon.net,5,http://smartstart.org,7,1,20KBPY,40.621318,-74.02313,7,43,142,3152888,3060280006,Bay Ridge                                                                  
Q195,DOE,Q,P.S. 195 William Haberle,,718-723-0313,253 - 50 149 Ave,11422,1,72,1057591,177209,bbailey@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/29/q195,3,3,29Q195,40.653023,-73.736471,7,31,664,,,Rosedale                                                                   
QBDO,NYCEEC,Q,Bnos Bais Yaakov Of Far Rockaway,,718-337-6000,613 Bch 9 St,11691,3,60,1054853,158335,lposen@bbyschool.org,5,,9,3,27QBDO,40.601396,-73.745299,7,31,101001,4000000,4155840016,Far Rockaway-Bayswater                                                     
KBQE,NYCEEC,K,Buratino International Day Care,,718-368-2113,2962 Brighton 1st St,11235,1,36,993473,150264,svetauchetel@yahoo.cm,1,http://buratinodaycare.com,7,1,21KBQE,40.579312,-73.966521,7,48,364,3321624,3086610054,Brighton Beach                                                             
K217,DOE,K,P.S. 217 Colonel David Marcus School,,718-434-6960,1100 Newkirk Ave,11230,1,54,993573,170160,fconti@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k217,1,3,22K217,40.63398,-73.966558,7,40,526,3121072,3052320001,Flatbush                                                                   
XAVS,NYCEEC,X,Bedrock Preschool,,718-884-0020,3220 Arlington Ave,10463,1,60,1008588,261603,Mego@BedRockPreschool.com,3,http://bedrockpreschool.com,7,1,10XAVS,40.884593,-73.912312,7,11,297,2109355,2057887501,Spuyten Duyvil-Kingsbridge                                                 
K100,DOE,K,P.S. 100 The Coney Island School,,718-266-9477,2951 West 3 St,11224,1,36,992317,149702,ctozzi@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k100,3,3,21K100,40.57732,-73.971313,7,48,35602,3196595,3072810001,West Brighton                                                              
QBHK,NYCEEC,Q,Rising Stars Islamic School ( Lcna ),,646-243-5895,166 - 26 89 Ave,11432,1,18,1041264,197375,fauziakhondker@gmail.com,3,,1,2,28QBHK,40.708128,-73.795197,7,27,460,4209635,4097980006,Jamaica                                                                    
X130,DOE,X,P.S. 130 Abram Stevens Hewitt,,718-665-0962,750 Prospect Ave,10455,1,36,1011364,237190,lvelazq@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/08/x130,3,3,08X130,40.817721,-73.902421,7,17,85,2005168,2026880001,Longwood                                                                   
KAJW,NYCEEC,K,St. Francis Of Assisi,,718-778-3700,400 Lincoln Rd,11225,1,36,998382,180267,c14upk@yahoo.com,5,http://sfabrooklyn.org,3,1,17KAJW,40.661638,-73.949441,7,40,804,3106502,3047910023,Prospect Lefferts Gardens-Wingate                                          
Q160,DOE,Q,P.S. 160 Walter Francis Bishop,,718-526-5523,109 - 59 Inwood St,11435,1,90,1039710,190041,thicks2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/28/q160,3,3,28Q160,40.689036,-73.801779,7,28,196,,,South Jamaica                                                              
XAYC,NYCEEC,X,"All Seasons A & C Day Care, LLC",,718-231-7200,700 Rosewood St,10467,1,17,1021081,257366,asdc@optonline.net,5,http://allseasonsdaycarebronx.com,9,3,11XAYC,40.873206,-73.866977,7,15,374,2118206,2045960022,Williamsbridge-Olinville                                                   
KBMC,NYCEEC,K,Small World,,718-963-0330,211 Ainslie St,11211,1,40,999340,199081,mrochford@stnicksalliance.org,3,,3,1,14KBMC,40.712972,-73.945453,7,34,495,3069039,3027700001,East Williamsburg                                                          
R009,DOE,R,Naples Street Elementary School,,718-876-4610,1055 Targee St,10304,1,36,958999,158749,dmarco2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/31/r009,3,3,31R009,40.60223,-74.091355,7,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth                                            
MAWI,NYCEEC,M,Northside Center Day School,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,646-351-1300,302 - 306 East 111th St,10029,1,35,1000964,228364,jsantana@northsidecenter.org,3,http://northsidecenter.org,7,2,04MAWI,40.793689,-73.939825,7,8,180,1081364,1016820046,East Harlem North                                                          
Q115,DOE,Q,P.S. 115 Glen Oaks,,718-831-4010,80 - 51 261 St,11004,1,54,1064758,210409,ksciort@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/26/q115,3,3,26Q115,40.74472,-73.710077,7,23,157902,,,Glen Oaks-Floral Park-New Hyde Park                                        
K290,DOE,K,P.S. 290 Juan Morel Campos,,718-647-1113,135 Schenck Ave,11207,1,18,1014898,186364,wgeorge@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k290,7,3,19K290,40.67789,-73.889758,7,37,1198,3087821,3039490018,East New York                                                              
X359,DOE,X,Concourse Village Elementary School,,718-402-7503,750 Concourse Vlg West,10451,1,24,1005524,239082,asorden@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/07/x359,3,3,07X359,40.823174,-73.923326,7,17,61,2002454,2024430079,East Concourse-Concourse Village                                           
XALR,NYCEEC,X,Five Star DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-4774,3261 Third Ave,10456,1,41,1009508,239708,Kamey@sebnc.org,3,http://sebnc.org,3,1,08XALR,40.824489,-73.908528,7,17,185,2001228,2023680039,Morrisania-Melrose                                                         
Q270,DOE,Q,The Gordon Parks School,,718-341-8280,233 - 15 Merrick Blvd,11422,1,18,1057353,185310,pwheeler2@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/29/q270,9,3,29Q270,40.674872,-73.736799,7,31,618,4529511,4129730001,Laurelton                                                                  
K059,DOE,K,P.S. 059 William Floyd,,718-443-3600,211 Throop Ave,11206,1,36,999930,193336,dbest2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/14/k059,3,3,14K059,40.696733,-73.943652,7,36,28502,3048546,3017490001,Stuyvesant Heights                                                         
X179,DOE,X,P.S. 179,,718-292-2237,468 East 140 St,10454,1,36,1006356,234188,iestrada@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/07/x179,3,3,07X179,40.809534,-73.919903,7,8,39,2000308,2022840034,Mott Haven-Port Morris                                                     
QALW,NYCEEC,Q,Peek - A - Boo! Learning Center,,718-899-1532,75 - 02 51st Ave,11373,1,20,1015239,207610,areyes@booksandrattlesinc.com,3,http://booksandrattlesinc.com,3,1,24QALW,40.736563,-73.888572,7,25,479,,,Elmhurst-Maspeth                                                           
MANG,NYCEEC,M,Imagine ELC At Vets Kids,,212-951-3435,423 East 23 St,10010,1,15,990780,207539,lauren@imagineelc.com,5,http://imagineelc.com,4,1,02MANG,40.73647,-73.977732,7,4,62,1081691,1009550005,Murray Hill-Kips Bay                                                       
XANC,NYCEEC,X,"Salvation Army, Bronx Citadel",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-742-2346,425 E 159th St,10451,1,20,1008222,239041,valerie.toon@use.salvationarmy.org,7,,3,1,07XANC,40.822685,-73.913636,7,17,141,2092353,2023810029,Morrisania-Melrose                                                         
KBPD,NYCEEC,K,Sylvia Klein CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-647-2274,720 Euclid Ave,11208,1,20,1019855,183139,sylviaklein.daycare@verizon.net,3,,4,2,19KBPD,40.669298,-73.870437,7,42,1210,3337053,3042920061,East New York                                                              
Q134,DOE,Q,P.S. 134 Hollis,,718-464-5544,203 - 02 109 Ave,11412,1,36,1052208,197256,rchambe@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/29/q134,3,3,29Q134,40.707987,-73.75528,7,27,508,4440330,4109060001,Hollis                                                                     
Q362,DOE,Q,Wave Preparatory Elementary School,,718-327-7091,535 Briar Pl,11691,1,80,1051276,157885,gferguson@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/27/q362,3,3,27Q362,40.5993,-73.758206,7,31,99801,4301194,4157720031,Far Rockaway-Bayswater                                                     
Q146,DOE,Q,P.S. 146 Howard Beach,,718-843-4880,98 - 01 159 Ave,11414,1,18,1030120,179852,mkeegan@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/27/q146,7,3,27Q146,40.659857,-73.835064,7,32,884,,,Lindenwood-Howard Beach                                                    
K222,DOE,K,P.S. 222 Katherine R Snyder,,718-998-4298,3301 Quentin Rd,11234,1,36,1001227,162862,tolivie@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k222,3,3,22K222,40.613317,-73.938871,7,46,646,3212254,3077060001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
KAPR,NYCEEC,K,Talmud Torah Crown Heights Yeshivah,,718-444-5800,6363 Ave U,11234,1,40,1008464,163862,chyjoan@yahoo.com,3,,3,2,22KAPR,40.616209,-73.912697,7,46,698,3236983,3084060035,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
MAGZ,NYCEEC,M,St. Gregory The Great School,,212-362-5410,138 West 90th St,10024,1,36,991922,226986,mrodriguez@stgregorymanhattan.org,2,http://stgregorymanhattan.org,6,1,03MAGZ,40.789804,-73.972124,7,6,173,1032440,1012200053,Upper West Side                                                            
KBPR,NYCEEC,K,"Long Xing DCC, Inc.",,718-853-8989,825 57th St Fl 3,11220,1,28,982328,171307,longxingdcc@gmail.com,7,,7,1,20KBPR,40.636776,-74.007073,7,38,104,3139898,3056860068,Sunset Park East                                                           
QARO,NYCEEC,Q,Committee For Early Childhood Development Head Start 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-848-0276,11721 Sutphin Blvd,11434,1,129,1042016,187099,charlucie@hotmail.com,3,http://cecdhs.org,1,1,27QARO,40.680266,-73.792016,7,28,288,4264848,4122040001,Baisley Park                                                               
QAXV,NYCEEC,Q,Redeemer Lutheran Church And Nursery School,,718-465-3252,9210 217th St,11428,1,51,1055738,202583,redeemernurseryschool@gmail.com,7,http://redeemerqv.org,3,2,29QAXV,40.722469,-73.741759,7,23,558,4227031,4106330001,Queens Village                                                             
XAMR,NYCEEC,X,Iola Jordan Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-402-4166,421 East 161st St,10451,1,73,1008327,239560,louiseburroughs@yahoo.com,3,http://nycmcs.org,3,1,07XAMR,40.824002,-73.913179,7,17,141,2001505,2023830012,Morrisania-Melrose                                                         
KASG,NYCEEC,K,Edwards L Cleaveland,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-623-9803,1185 Park Pl,11213,1,26,1001328,184557,jmatison@bksny.org,3,http://bksny.org,7,2,17KASG,40.672793,-73.938391,7,36,343,3324613,3013520080,Crown Heights North                                                        
Q122,DOE,Q,P.S. 122 Mamie Fay,,718-721-6410,21 - 21 Ditmars Blvd,11105,1,36,1007503,223572,psabel@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/30/q122,3,3,30Q122,40.780344,-73.916684,7,22,101,4019500,4008780033,Steinway                                                                   
M111,DOE,M,P.S. 111 Adolph S Ochs,,212-582-7420,440 West 53 St,10019,1,54,987176,218312,zcosme@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/02/m111,3,3,02M111,40.765878,-73.988823,7,3,133,1026740,1010620003,Clinton                                                                    
M185,DOE,M,P.S. 185 - The Early Childhood Discovery And Design Magnet School,,212-534-7490,20 West 112 St,10026,1,72,998288,230122,mvargas16@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/03/m185,3,3,03M185,40.798511,-73.949251,7,9,186,1051410,1015950015,Central Harlem South                                                       
QANU,NYCEEC,Q,Happy Dragon Of New York,,718-397-5733,8602 57th Ave,11373,1,52,1018566,206123,director@happydragonschool.com,7,http://happydragonschool.com,6,1,24QANU,40.732554,-73.876202,7,25,475,4065133,4028700001,Elmhurst                                                                   
M154,DOE,M,P.S. 154 Harriet Tubman,,212-864-2400,250 West 127 St,10027,1,36,998368,234654,ejarret@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/05/m154,3,3,05M154,40.810928,-73.948938,7,9,224,1058671,1019320010,Central Harlem North-Polo Grounds                                          
KAFB,NYCEEC,K,Epiphany Lutheran School,,718-773-7200,721 Lincoln Pl,11216,1,30,997555,183743,Crafton@foch.biz,7,,3,1,17KAFB,40.670862,-73.952347,7,35,31702,3032263,3012540063,Crown Heights North                                                        
M513,DOE,M,Castle Bridge School,<P> <Strong>Note:</strong>  Students from families impacted by incarceration will have priority for 10% of seats and students who qualify for Free and Reduced Lunch will have priority for 60% of seats. Families impacted by incarceration should contact the school directly.</P>,212-740-4701,560 West 169 St,10032,1,18,1001271,245593,jzuckerman@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/06/m513,6,1,06M513,40.841321,-73.938506,7,10,251,1062994,1021250001,Washington Heights South                                                   
KAYL,NYCEEC,K,"Puerto Rican Family Institute, Inc.",,718-388-6060,185 Marcy Ave,11211,4,25,995872,197144,lisanchez@prfi.org,3,,2,1,14KAYL,40.707729,-73.958337,7,33,529,3059752,3021510006,Williamsburg                                                               
QATH,NYCEEC,Q,Maspeth Town Hall Preschool,,718-335-6049,5337 72nd St,11378,1,40,1014147,205387,arychlowski@maspethtownhall.org,2,http://maspethtownhall.org,7,2,24QATH,40.730174,-73.892364,7,30,497,4058706,4025060015,Maspeth                                                                    
KCJY,NYCEEC,K,Angel ECDC,,718-259-0888,1436 67th St 1st Floor,11219,1,32,984335,166178,angeldaycare67@gmail.com,7,,7,1,20KCJY,40.622942,-73.999643,7,43,190,3142954,3057690023,Bensonhurst West                                                           
KASI,NYCEEC,K,Cortelyou ECC,,718-282-6077,386 Marlborough Rd,11226,1,36,994095,172679,sfrancis@mycecc.com,5,,9,3,22KASI,40.640589,-73.964321,7,40,520,3118681,3051570013,Flatbush                                                                   
M315,DOE,M,The East Village Community School,,212-982-0682,610 East 12 St,10009,1,36,990187,204415,jmowrey@schools.nyc.gov,2,http://evcsnyc.org,3,3,01M315,40.727892,-73.978525,7,2,28,1079053,1003940012,Lower East Side                                                            
QBJQ,NYCEEC,Q,Garden School,,718-335-6363,78 - 02 Northern Blvd,11372,1,138,1015094,214364,info@gardenschool.org,7,http://gardenschool.org,6,1,30QBJQ,40.755176,-73.888948,7,25,287,,,Jackson Heights                                                            
Q242,DOE,Q,P.S. 242 Leonard P Stavisky Early Childhood School,,718-445-2902,29 - 66 137 St,11354,1,36,1030751,219785,pcosta@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/25/q242,3,1,25Q242,40.771341,-73.831525,7,20,88901,,,Flushing                                                                   
QATV,NYCEEC,Q,Happy Dragon Children's Learning Center Site 2,,718-445-8382,14330 Cherry Ave,11355,1,51,1034317,214730,cherry@happydragonschool.com,7,http://happydragonschool.com,7,1,25QATV,40.755997,-73.819558,7,20,861,4117333,4051960043,East Flushing                                                              
KABG,NYCEEC,K,Yeshiva Jesode Hatorah,,718-302-7500,563 Bedford Ave,11211,3,34,994502,196556,vien@thejnet.com,4,,7,1,14KABG,40.704135,-73.96112,7,33,535,3060116,3021930007,Williamsburg                                                               
K274,DOE,K,P.S. 274 Kosciusko,,718-574-0273,800 Bushwick Ave,11221,1,54,1004250,192316,mollivi@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/32/k274,3,3,32K274,40.694921,-73.927931,7,34,393,3073752,3032410037,Bushwick South                                                             
Q207,DOE,Q,P.S. 207 Rockwood Park,,718-848-2700,159 - 15 88 St,11414,1,36,1027497,179092,edavies@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/27/q207,3,3,27Q207,40.658256,-73.844475,7,32,892,4293311,4140090060,Lindenwood-Howard Beach                                                    
K282,DOE,K,P.S. 282 Park Slope,,718-622-1626,180 6 Ave,11217,1,90,990423,185765,RHoke2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k282,7,3,13K282,40.67634,-73.977367,7,39,131,3019597,3009500024,Park Slope-Gowanus                                                         
QBDD,NYCEEC,Q,Hellenic Orthodox Community Of Astoria St. Demetrios,,718-728-1754,30 - 11 30 Dr,11102,1,54,1005480,218188,sdastoriaschool@aol.com,5,http://saintdemetriosastoria.com,9,3,30QBDD,40.765554,-73.923414,7,22,63,,,Astoria                                                                    
K066,DOE,K,P.S. 66,,718-922-3505,845 East 96 St,11236,1,18,1010047,175668,ljackso17@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/18/k066,3,3,18K066,40.64883,-73.907774,7,42,970,3325418,3081290060,Canarsie                                                                   
KCPK,NYCEEC,K,Chabad Of North Brooklyn,,718-388-0748,132 North 5 St,11249,1,12,995549,200403,director@ganchabadpreschool.com,5,,9,3,14KCPK,40.716944,-73.95928,7,33,553,3062307,3023430012,North Side-South Side                                                      
MAZN,NYCEEC,M,Goddard Riverside Day Care 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-873-6865,114 West 91st St,10025,1,50,992338,227020,mplace@goddard.org,3,http://goddard.org,7,1,03MAZN,40.789999,-73.970644,7,6,177,1077128,1012210007,Upper West Side                                                            
XABI,NYCEEC,X,Shining Stars UPK,,718-823-2393,3573 Bruckner Blvd,10461,1,30,1031819,248959,alexandra.lacas@gai-edu.org,2,http://greekamericaninstitute.org,3,1,08XABI,40.848968,-73.828003,7,13,300,2095007,2041990001,Pelham Bay-Country Club-City Island                                        
